ID, VALUE_EN, VALUE_RU, VALUE_UK
"124901","2","","2"
"124902","Narodnii prov.","","Народний пров."
"124903","4","","4"
"124904","6","","6"
"124905","8","","8"
"124906","10","","10"
"124907","12","","12"
"124908","14","","14"
"124909","16","","16"
"124910","22/4","","22/4"
"124911","1","","1"
"124912","Narodnogo Opolchennya vul.","","Народного Ополчення вул."
"124913","2","","2"
"124914","3","","3"
"124915","3A","","3А"
"124916","4","","4"
"124917","4A","","4А"
"124918","5","","5"
"124919","5A","","5А"
"124920","6","","6"
"124921","7","","7"
"124922","8","","8"
"124923","9","","9"
"124924","9A","","9А"
"124925","11","","11"
"124926","11A","","11А"
"124927","12","","12"
"124928","12A","","12А"
"124929","13","","13"
"124930","14","","14"
"124931","15","","15"
"124932","16","","16"
"124933","16A","","16А"
"124934","17","","17"
"124935","18","","18"
"124936","18B","","18Б"
"124937","19","","19"
"124938","20","","20"
"124939","21","","21"
"124940","22A","","22А"
"124941","25","","25"
"124942","26","","26"
"124943","26A","","26А"
"124944","1","","1"
"124945","Nauki prosp.","","Науки просп."
"124946","3","","3"
"124947","3/1","","3/1"
"124948","4","","4"
"124949","4/2","","4/2"
"124950","5","","5"
"124951","6","","6"
"124952","7","","7"
"124953","8","","8"
"124954","9","","9"
"124955","10","","10"
"124956","11","","11"
"124957","11A","","11А"
"124958","13","","13"
"124959","15","","15"
"124960","16","","16"
"124961","16A","","16А"
"124962","17/15","","17/15"
"124963","18","","18"
"124964","20","","20"
"124965","21","","21"
"124966","22","","22"
"124967","23","","23"
"124968","24","","24"
"124969","25","","25"
"124970","26","","26"
"124971","27","","27"
"124972","29","","29"
"124973","31","","31"
"124974","33","","33"
"124975","33A","","33А"
"124976","34","","34"
"124977","34A","","34А"
"124978","35","","35"
"124979","36","","36"
"124980","36A","","36А"
"124981","37","","37"
"124982","39","","39"
"124983","40","","40"
"124984","41","","41"
"124985","42/1","","42/1"
"124986","42B","","42Б"
"124987","43","","43"
"124988","44/1","","44/1"
"124989","44/2","","44/2"
"124990","44/3","","44/3"
"124991","44/4","","44/4"
"124992","44/5","","44/5"
"124993","44/6","","44/6"
"124994","45","","45"
"124995","46","","46"
"124996","47","","47"
"124997","48","","48"
"124998","49","","49"
"124999","50","","50"
"125000","51","","51"
"125001","52","","52"
"125002","53","","53"
"125003","54","","54"
"125004","54B","","54Б"
"125005","55","","55"
"125006","57","","57"
"125007","57A","","57А"
"125008","58","","58"
"125009","58A","","58А"
"125010","59","","59"
"125011","61","","61"
"125012","62","","62"
"125013","62A","","62А"
"125014","63","","63"
"125015","64","","64"
"125016","65","","65"
"125017","66","","66"
"125018","66-70","","66-70"
"125019","68","","68"
"125020","70/1","","70/1"
"125021","72/2","","72/2"
"125022","74","","74"
"125023","74A","","74А"
"125024","76","","76"
"125025","78","","78"
"125026","80","","80"
"125027","82","","82"
"125028","82A","","82А"
"125029","82V","","82В"
"125030","84","","84"
"125031","84A","","84А"
"125032","84B","","84Б"
"125033","86","","86"
"125034","88","","88"
"125035","88A","","88А"
"125036","90","","90"
"125037","94/5","","94/5"
"125038","96","","96"
"125039","98","","98"
"125040","100","","100"
"125041","102","","102"
"125042","119","","119"
"125043","141/14","","141/14"
"125044","143","","143"
"125045","145","","145"
"125046","145A","","145А"
"125047","147","","147"
"125048","149","","149"
"125049","151","","151"
"125050","151A","","151А"
"125051","153","","153"
"125052","155","","155"
"125053","157","","157"
"125054","159","","159"
"125055","161","","161"
"125056","163","","163"
"125057","165","","165"
"125058","167","","167"
"125059","171","","171"
"125060","1","","1"
"125061","Naumova Generala vul.","","Наумова Генерала вул."
"125062","1V","","1В"
"125063","2","","2"
"125064","2A","","2А"
"125065","3","","3"
"125066","3A","","3А"
"125067","13","","13"
"125068","15","","15"
"125069","17","","17"
"125070","17A","","17А"
"125071","19","","19"
"125072","20/2","","20/2"
"125073","22/1","","22/1"
"125074","23","","23"
"125075","23A","","23А"
"125076","23B","","23Б"
"125077","23V","","23В"
"125078","25","","25"
"125079","25-27","","25-27"
"125080","25A","","25А"
"125081","27","","27"
"125082","29","","29"
"125083","31","","31"
"125084","31A","","31А"
"125085","33","","33"
"125086","33A","","33А"
"125087","34/1","","34/1"
"125088","35A","","35А"
"125089","35B","","35Б"
"125090","36","","36"
"125091","37","","37"
"125092","37A","","37А"
"125093","37B","","37Б"
"125094","38","","38"
"125095","39","","39"
"125096","40","","40"
"125097","41","","41"
"125098","44","","44"
"125099","46","","46"
"125100","48A","","48А"
"125101","52/1","","52/1"
"125102","54/2","","54/2"
"125103","54A","","54А"
"125104","56","","56"
"125105","58","","58"
"125106","60","","60"
"125107","64","","64"
"125108","86","","86"
"125109","Nahimova vul.","","Нахімова вул."
"125110","1/3","","1/3"
"125111","Nevs'ka vul.","","Невська вул."
"125112","1A","","1А"
"125113","3/5","","3/5"
"125114","4","","4"
"125115","4A","","4А"
"125116","6","","6"
"125117","7","","7"
"125118","7A","","7А"
"125119","7B","","7Б"
"125120","8","","8"
"125121","10","","10"
"125122","10A","","10А"
"125123","11A","","11А"
"125124","12","","12"
"125125","14","","14"
"125126","16/2","","16/2"
"125127","17","","17"
"125128","18","","18"
"125129","19","","19"
"125130","19A","","19А"
"125131","20","","20"
"125132","20A","","20А"
"125133","21","","21"
"125134","22","","22"
"125135","23","","23"
"125136","24","","24"
"125137","25","","25"
"125138","27","","27"
"125139","28","","28"
"125140","29","","29"
"125141","30","","30"
"125142","31","","31"
"125143","31A","","31А"
"125144","32","","32"
"125145","32A","","32А"
"125146","33","","33"
"125147","35","","35"
"125148","36","","36"
"125149","36A","","36А"
"125150","36B","","36Б"
"125151","37","","37"
"125152","38","","38"
"125153","39","","39"
"125154","40","","40"
"125155","41","","41"
"125156","42/49","","42/49"
"125157","43","","43"
"125158","4","","4"
"125159","Nevs'kii prov.","","Невський пров."
"125160","6","","6"
"125161","9","","9"
"125162","Nezalezhna vul. (Petr.Borshagivka)","","Незалежна вул. (Петр.Борщагівка)"
"125163","14","","14"
"125164","Nezalezhnosti Bulv. (Brovari)","","Незалежності Булв. (Бровари)"
"125165","1","","1"
"125166","Nezalezhnosti Maidan","","Незалежності Майдан"
"125167","2","","2"
"125168","0_","",""
"125169","P1","","П1"
"125170","P2","","П2"
"125171","P3","","П3"
"125172","P5","","П5"
"125173","P6","","П6"
"125174","1","","1"
"125175","Nekrasova vul.","","Некрасова вул."
"125176","2","","2"
"125177","2A","","2А"
"125178","3","","3"
"125179","3A","","3А"
"125180","4","","4"
"125181","5","","5"
"125182","6","","6"
"125183","7","","7"
"125184","8","","8"
"125185","8A","","8А"
"125186","9","","9"
"125187","10","","10"
"125188","10/8","","10/8"
"125189","10A","","10А"
"125190","11","","11"
"125191","12","","12"
"125192","12A","","12А"
"125193","13","","13"
"125194","14","","14"
"125195","1","","1"
"125196","Nekrasovs'ka vul.","","Некрасовська вул."
"125197","3","","3"
"125198","4","","4"
"125199","4A","","4А"
"125200","6","","6"
"125201","7","","7"
"125202","8","","8"
"125203","10/8","","10/8"
"125204","1","","1"
"125205","Nemirovicha-Danchenka vul.","","Немировича-Данченка вул."
"125206","2","","2"
"125207","4","","4"
"125208","5","","5"
"125209","14/13","","14/13"
"125210","16","","16"
"125211","16A","","16А"
"125212","3-5","","3-5"
"125213","Nesterivs'kii prov.","","Нестерівський пров."
"125214","4","","4"
"125215","7","","7"
"125216","7/9","","7/9"
"125217","8","","8"
"125218","10","","10"
"125219","11","","11"
"125220","12A","","12А"
"125221","13/19","","13/19"
"125222","3/2","","3/2"
"125223","Nesterova Petra vul.","","Нестерова Петра вул."
"125224","4","","4"
"125225","2/4","","2/4"
"125226","Nehodi Ivana vul.","","Неходи Івана вул."
"125227","3","","3"
"125228","5","","5"
"125229","6","","6"
"125230","7","","7"
"125231","8","","8"
"125232","10","","10"
"125233","1","","1"
"125234","Nechui-Levic'kogo vul.","","Нечуй-Левицького вул."
"125235","1A","","1А"
"125236","2","","2"
"125237","2A","","2А"
"125238","3","","3"
"125239","4","","4"
"125240","5","","5"
"125241","5A","","5А"
"125242","6","","6"
"125243","7B","","7Б"
"125244","8","","8"
"125245","8A","","8А"
"125246","8B","","8Б"
"125247","10","","10"
"125248","11/10","","11/10"
"125249","12","","12"
"125250","13/5","","13/5"
"125251","14","","14"
"125252","14A","","14А"
"125253","15/6","","15/6"
"125254","16","","16"
"125255","17","","17"
"125256","17A","","17А"
"125257","18/8","","18/8"
"125258","19","","19"
"125259","20","","20"
"125260","21","","21"
"125261","22","","22"
"125262","23","","23"
"125263","24/4","","24/4"
"125264","25","","25"
"125265","26","","26"
"125266","28","","28"
"125267","30","","30"
"125268","32","","32"
"125269","34","","34"
"125270","36","","36"
"125271","38","","38"
"125272","38A","","38А"
"125273","3","","3"
"125274","Nechui-Levic'kogo prov.","","Нечуй-Левицького пров."
"125275","3","","3"
"125276","Nizhnii Val vul.","","Нижній Вал вул."
"125277","6/17","","6/17"
"125278","7","","7"
"125279","9","","9"
"125280","13","","13"
"125281","13/15","","13/15"
"125282","13B","","13Б"
"125283","15","","15"
"125284","15A","","15А"
"125285","16A","","16А"
"125286","17","","17"
"125287","17A","","17А"
"125288","19/21","","19/21"
"125289","19B","","19Б"
"125290","19D","","19Д"
"125291","19E","","19Е"
"125292","20","","20"
"125293","20B","","20Б"
"125294","21","","21"
"125295","23","","23"
"125296","23B","","23Б"
"125297","23V","","23В"
"125298","23D","","23Д"
"125299","27","","27"
"125300","29","","29"
"125301","31","","31"
"125302","31A","","31А"
"125303","33","","33"
"125304","33A","","33А"
"125305","33B","","33Б"
"125306","33V","","33В"
"125307","33G","","33Г"
"125308","35","","35"
"125309","37","","37"
"125310","37/20","","37/20"
"125311","39","","39"
"125312","41","","41"
"125313","43","","43"
"125314","49","","49"
"125315","49A","","49А"
"125316","51","","51"
"125317","61","","61"
"125318","63","","63"
"125319","4","","4"
"125320","Nizhnii Val vul. (Bortnichi)","","Нижній Вал вул. (Бортничі)"
"125321","6","","6"
"125322","10","","10"
"125323","12","","12"
"125324","16","","16"
"125325","18","","18"
"125326","20","","20"
"125327","22","","22"
"125328","24","","24"
"125329","26","","26"
"125330","28","","28"
"125331","30","","30"
"125332","32","","32"
"125333","34","","34"
"125334","34A","","34А"
"125335","34B","","34Б"
"125336","36","","36"
"125337","40","","40"
"125338","42A","","42А"
"125339","44","","44"
"125340","46","","46"
"125341","12","","12"
"125342","Nizhn'okluchova vul.","","Нижньоключова вул."
"125343","2","","2"
"125344","Nizhn'ourkivs'ka vul.","","Нижньоюрківська вул."
"125345","3","","3"
"125346","4","","4"
"125347","5","","5"
"125348","8","","8"
"125349","8A","","8А"
"125350","8B","","8Б"
"125351","9","","9"
"125352","10B","","10Б"
"125353","12","","12"
"125354","13","","13"
"125355","31","","31"
"125356","37","","37"
"125357","39A","","39А"
"125358","45A","","45А"
"125359","47","","47"
"125360","49","","49"
"125361","53","","53"
"125362","81","","81"
"125363","81A","","81А"
"125364","1","","1"
"125365","Nova vul.","","Нова вул."
"125366","2","","2"
"125367","1","","1"
"125368","Novatoriv vul.","","Новаторів вул."
"125369","2A","","2А"
"125370","3","","3"
"125371","4","","4"
"125372","5/1","","5/1"
"125373","7","","7"
"125374","9","","9"
"125375","11","","11"
"125376","11A","","11А"
"125377","12","","12"
"125378","16/2","","16/2"
"125379","18","","18"
"125380","18A","","18А"
"125381","19/2","","19/2"
"125382","20","","20"
"125383","21/1","","21/1"
"125384","22A","","22А"
"125385","22B","","22Б"
"125386","22V","","22В"
"125387","23/2","","23/2"
"125388","25","","25"
"125389","26/2","","26/2"
"125390","27","","27"
"125391","29","","29"
"125392","30/1","","30/1"
"125393","30/2","","30/2"
"125394","31","","31"
"125395","32","","32"
"125396","33","","33"
"125397","34","","34"
"125398","35","","35"
"125399","36","","36"
"125400","37","","37"
"125401","38","","38"
"125402","39/2","","39/2"
"125403","40/1","","40/1"
"125404","41/3","","41/3"
"125405","3","","3"
"125406","Novatoriv prov.","","Новаторів пров."
"125407","4","","4"
"125408","5","","5"
"125409","6","","6"
"125410","8","","8"
"125411","9","","9"
"125412","10","","10"
"125413","17/1","","17/1"
"125414","1","","1"
"125415","Novgorods'ka vul.","","Новгородська вул."
"125416","3","","3"
"125417","4","","4"
"125418","5","","5"
"125419","6","","6"
"125420","7","","7"
"125421","11","","11"
"125422","12A","","12А"
"125423","4","","4"
"125424","Novikova-Priboya vul.","","Новикова-Прибоя вул."
"125425","6","","6"
"125426","8","","8"
"125427","9","","9"
"125428","10","","10"
"125429","11","","11"
"125430","12","","12"
"125431","14","","14"
"125432","14/1","","14/1"
"125433","15","","15"
"125434","15B","","15Б"
"125435","15V","","15В"
"125436","17","","17"
"125437","18","","18"
"125438","19","","19"
"125439","20","","20"
"125440","21","","21"
"125441","24/2","","24/2"
"125442","24A","","24А"
"125443","26","","26"
"125444","30","","30"
"125445","32","","32"
"125446","2","","2"
"125447","Novovokzal'na vul.","","Нововокзальна вул."
"125448","3","","3"
"125449","4A","","4А"
"125450","4B","","4Б"
"125451","6A","","6А"
"125452","8","","8"
"125453","17","","17"
"125454","19","","19"
"125455","21","","21"
"125456","37","","37"
"125457","39","","39"
"125458","41","","41"
"125459","51","","51"
"125460","53","","53"
"125461","65","","65"
"125462","2/17","","2/17"
"125463","Novodarnic'ka vul.","","Новодарницька вул."
"125464","2A","","2А"
"125465","3/15","","3/15"
"125466","4","","4"
"125467","5","","5"
"125468","6","","6"
"125469","7","","7"
"125470","11","","11"
"125471","12","","12"
"125472","13/18","","13/18"
"125473","14","","14"
"125474","15","","15"
"125475","15/1","","15/1"
"125476","15/1A","","15/1А"
"125477","16","","16"
"125478","17","","17"
"125479","23/7","","23/7"
"125480","26","","26"
"125481","27","","27"
"125482","27A","","27А"
"125483","28/9","","28/9"
"125484","30","","30"
"125485","32","","32"
"125486","Novodachnii prov.","","Новодачний пров."
"125487","2/6","","2/6"
"125488","Novozabars'ka vul.","","Новозабарська вул."
"125489","20","","20"
"125490","21","","21"
"125491","21A","","21А"
"125492","23","","23"
"125493","38","","38"
"125494","2/16","","2/16"
"125495","Novokorchuvats'ka vul.","","Новокорчуватська вул."
"125496","3","","3"
"125497","3A","","3А"
"125498","4","","4"
"125499","6","","6"
"125500","7","","7"
"125501","8","","8"
"125502","9","","9"
"125503","10","","10"
"125504","11","","11"
"125505","12","","12"
"125506","13","","13"
"125507","14","","14"
"125508","15","","15"
"125509","16","","16"
"125510","17","","17"
"125511","18","","18"
