ID, VALUE_EN, VALUE_RU, VALUE_UK
"123719","1/3","","1/3"
"123720","Mihailivs'ka vul.","","Михайлівська вул."
"123721","2","","2"
"123722","6","","6"
"123723","6A","","6А"
"123724","6B","","6Б"
"123725","6V","","6В"
"123726","7","","7"
"123727","8","","8"
"123728","8A","","8А"
"123729","9","","9"
"123730","10","","10"
"123731","11","","11"
"123732","12","","12"
"123733","12A","","12А"
"123734","12B","","12Б"
"123735","12V","","12В"
"123736","13","","13"
"123737","13A","","13А"
"123738","13B","","13Б"
"123739","14","","14"
"123740","14A","","14А"
"123741","15","","15"
"123742","15/1B","","15/1Б"
"123743","16","","16"
"123744","16A","","16А"
"123745","16B","","16Б"
"123746","17","","17"
"123747","17A","","17А"
"123748","18","","18"
"123749","18A","","18А"
"123750","18B","","18Б"
"123751","18V","","18В"
"123752","19","","19"
"123753","20A","","20А"
"123754","20B","","20Б"
"123755","20V","","20В"
"123756","21","","21"
"123757","21B","","21Б"
"123758","22","","22"
"123759","22A","","22А"
"123760","22B","","22Б"
"123761","24","","24"
"123762","24/11","","24/11"
"123763","24A","","24А"
"123764","24B","","24Б"
"123765","24V","","24В"
"123766","24ZH","","24Ж"
"123767","1","","1"
"123768","Mihailivs'ka pl.","","Михайлівська пл."
"123769","P1","","П1"
"123770","1","","1"
"123771","Mihailivs'kii prov.","","Михайлівський пров."
"123772","3","","3"
"123773","4","","4"
"123774","7","","7"
"123775","8","","8"
"123776","9A","","9А"
"123777","9B","","9Б"
"123778","10/2","","10/2"
"123779","12","","12"
"123780","12/1","","12/1"
"123781","14","","14"
"123782","17","","17"
"123783","19/18","","19/18"
"123784","20","","20"
"123785","22","","22"
"123786","24/9","","24/9"
"123787","2","","2"
"123788","Mishina Mihaila vul.","","Мишина Михайла вул."
"123789","3","","3"
"123790","4","","4"
"123791","11","","11"
"123792","11/13","","11/13"
"123793","15/17","","15/17"
"123794","17","","17"
"123795","23","","23"
"123796","25","","25"
"123797","37A","","37А"
"123798","39","","39"
"123799","39A","","39А"
"123800","41","","41"
"123801","41A","","41А"
"123802","1/4","","1/4"
"123803","Mishugi Oleksandra vul.","","Мишуги Олександра вул."
"123804","1A","","1А"
"123805","2","","2"
"123806","3","","3"
"123807","3A","","3А"
"123808","3B","","3Б"
"123809","3V","","3В"
"123810","4","","4"
"123811","4A","","4А"
"123812","5","","5"
"123813","6","","6"
"123814","7","","7"
"123815","7A","","7А"
"123816","9","","9"
"123817","9A","","9А"
"123818","11","","11"
"123819","11B","","11Б"
"123820","14B","","14Б"
"123821","1","","1"
"123822","Mliivs'ka vul.","","Мліївська вул."
"123823","2","","2"
"123824","4","","4"
"123825","5","","5"
"123826","6","","6"
"123827","7","","7"
"123828","7/2","","7/2"
"123829","8","","8"
"123830","8A","","8А"
"123831","8B","","8Б"
"123832","9/5","","9/5"
"123833","1/31","","1/31"
"123834","Mozhais'ka vul.","","Можайська вул."
"123835","2/33","","2/33"
"123836","3","","3"
"123837","4","","4"
"123838","5","","5"
"123839","6","","6"
"123840","7","","7"
"123841","8","","8"
"123842","9","","9"
"123843","10","","10"
"123844","11","","11"
"123845","12","","12"
"123846","13","","13"
"123847","14","","14"
"123848","14A","","14А"
"123849","15","","15"
"123850","16","","16"
"123851","17","","17"
"123852","18","","18"
"123853","19","","19"
"123854","20","","20"
"123855","21","","21"
"123856","22","","22"
"123857","23","","23"
"123858","24","","24"
"123859","25","","25"
"123860","26/36","","26/36"
"123861","27","","27"
"123862","2","","2"
"123863","Moldavs'ka vul.","","Молдавська вул."
"123864","3","","3"
"123865","3A","","3А"
"123866","5","","5"
"123867","5A","","5А"
"123868","2","","2"
"123869","Molodizhna vul.","","Молодіжна вул."
"123870","3","","3"
"123871","4","","4"
"123872","5","","5"
"123873","6","","6"
"123874","7","","7"
"123875","8","","8"
"123876","8B","","8Б"
"123877","9","","9"
"123878","10","","10"
"123879","Molodizhna vul.(Petr.Borshagivka)","","Молодіжна вул.(Петр.Борщагівка)"
"123880","7B","","7Б"
"123881","Molodogvardiis'ka vul.","","Молодогвардійська вул."
"123882","9","","9"
"123883","11","","11"
"123884","12","","12"
"123885","15","","15"
"123886","16/1","","16/1"
"123887","20","","20"
"123888","22","","22"
"123889","26","","26"
"123890","26A","","26А"
"123891","28","","28"
"123892","28A","","28А"
"123893","30","","30"
"123894","32","","32"
"123895","21/141","","21/141"
"123896","Molochans'ka vul.","","Молочанська вул."
"123897","21A","","21А"
"123898","23","","23"
"123899","23A","","23А"
"123900","24","","24"
"123901","24A","","24А"
"123902","25","","25"
"123903","25A","","25А"
"123904","26","","26"
"123905","27","","27"
"123906","28/A","","28/А"
"123907","29","","29"
"123908","30","","30"
"123909","31","","31"
"123910","32","","32"
"123911","33","","33"
"123912","33A","","33А"
"123913","35/12","","35/12"
"123914","36/13","","36/13"
"123915","36A","","36А"
"123916","3","","3"
"123917","Molochans'kii prov.","","Молочанський пров."
"123918","4","","4"
"123919","5","","5"
"123920","6","","6"
"123921","7","","7"
"123922","7/2","","7/2"
"123923","7A","","7А"
"123924","8","","8"
"123925","8A","","8А"
"123926","10","","10"
"123927","1","","1"
"123928","Montazhnikiv vul.","","Монтажників вул."
"123929","4","","4"
"123930","5","","5"
"123931","6","","6"
"123932","7","","7"
"123933","8","","8"
"123934","9","","9"
"123935","10","","10"
"123936","11","","11"
"123937","12","","12"
"123938","13","","13"
"123939","14","","14"
"123940","15","","15"
"123941","16","","16"
"123942","17","","17"
"123943","18","","18"
"123944","19","","19"
"123945","20","","20"
"123946","21","","21"
"123947","22","","22"
"123948","23","","23"
"123949","24","","24"
"123950","25","","25"
"123951","26","","26"
"123952","28","","28"
"123953","30","","30"
"123954","31","","31"
"123955","32","","32"
"123956","33","","33"
"123957","34","","34"
"123958","35","","35"
"123959","36","","36"
"123960","37","","37"
"123961","38","","38"
"123962","39","","39"
"123963","40","","40"
"123964","40A","","40А"
"123965","41","","41"
"123966","42","","42"
"123967","42A","","42А"
"123968","43","","43"
"123969","44","","44"
"123970","45","","45"
"123971","46","","46"
"123972","47","","47"
"123973","48","","48"
"123974","49","","49"
"123975","50","","50"
"123976","51","","51"
"123977","52","","52"
"123978","53","","53"
"123979","54","","54"
"123980","55","","55"
"123981","56","","56"
"123982","57","","57"
"123983","58","","58"
"123984","59","","59"
"123985","60","","60"
"123986","61","","61"
"123987","62","","62"
"123988","63","","63"
"123989","64","","64"
"123990","65","","65"
"123991","66","","66"
"123992","67","","67"
"123993","68","","68"
"123994","69","","69"
"123995","70","","70"
"123996","71","","71"
"123997","72","","72"
"123998","73","","73"
"123999","74","","74"
"124000","75","","75"
"124001","77","","77"
"124002","78","","78"
"124003","79","","79"
"124004","80","","80"
"124005","81","","81"
"124006","82","","82"
"124007","83","","83"
"124008","84","","84"
"124009","85","","85"
"124010","86","","86"
"124011","87","","87"
"124012","88","","88"
"124013","89","","89"
"124014","90","","90"
"124015","91","","91"
"124016","92","","92"
"124017","93","","93"
"124018","94","","94"
"124019","95","","95"
"124020","96","","96"
"124021","97","","97"
"124022","98/5","","98/5"
"124023","99","","99"
"124024","100/4","","100/4"
"124025","101/2","","101/2"
"124026","102","","102"
"124027","103","","103"
"124028","104","","104"
"124029","105","","105"
"124030","106","","106"
"124031","107","","107"
"124032","109","","109"
"124033","111","","111"
"124034","113","","113"
"124035","117","","117"
"124036","119","","119"
"124037","121","","121"
"124038","123","","123"
"124039","125","","125"
"124040","127/7","","127/7"
"124041","129/6","","129/6"
"124042","131","","131"
"124043","131A","","131А"
"124044","133","","133"
"124045","133A","","133А"
"124046","133B","","133Б"
"124047","135","","135"
"124048","3","","3"
"124049","Morinec'ka vul.","","Моринецька вул."
"124050","4","","4"
"124051","5","","5"
"124052","7","","7"
"124053","9","","9"
"124054","9A","","9А"
"124055","9B","","9Б"
"124056","10","","10"
"124057","10A","","10А"
"124058","11A","","11А"
"124059","12","","12"
"124060","14","","14"
"124061","16","","16"
"124062","18","","18"
"124063","3","","3"
"124064","Morinec'kii prov.","","Моринецький пров."
"124065","4","","4"
"124066","5","","5"
"124067","6/50","","6/50"
"124068","7","","7"
"124069","9","","9"
"124070","9A","","9А"
"124071","11","","11"
"124072","1","","1"
"124073","Morozova Pavlika vul.","","Морозова Павлика вул."
"124074","2/14","","2/14"
"124075","Moskvina vul.","","Москвіна вул."
"124076","6","","6"
"124077","8","","8"
"124078","10","","10"
"124079","12","","12"
"124080","19A","","19А"
"124081","1","","1"
"124082","Moskvina prov.","","Москвіна пров."
"124083","3","","3"
"124084","4","","4"
"124085","5","","5"
"124086","6","","6"
"124087","8","","8"
"124088","10","","10"
"124089","12","","12"
"124090","14","","14"
"124091","16","","16"
"124092","18","","18"
"124093","1","","1"
"124094","Moskvoric'ka vul.","","Москворіцька вул."
"124095","2","","2"
"124096","3","","3"
"124097","4","","4"
"124098","5","","5"
"124099","6","","6"
"124100","7","","7"
"124101","8","","8"
"124102","9","","9"
"124103","10","","10"
"124104","11","","11"
"124105","12","","12"
"124106","13","","13"
"124107","14","","14"
"124108","15","","15"
"124109","16","","16"
"124110","17","","17"
"124111","18","","18"
"124112","19","","19"
"124113","20","","20"
"124114","21","","21"
"124115","22","","22"
"124116","23","","23"
"124117","24","","24"
"124118","25","","25"
"124119","26","","26"
"124120","27","","27"
"124121","28","","28"
"124122","29","","29"
"124123","30","","30"
"124124","31","","31"
"124125","32","","32"
"124126","33","","33"
"124127","34","","34"
"124128","35","","35"
"124129","36","","36"
"124130","37","","37"
"124131","38","","38"
"124132","39","","39"
"124133","40","","40"
"124134","41","","41"
"124135","42","","42"
"124136","43","","43"
"124137","44","","44"
"124138","45","","45"
"124139","46","","46"
"124140","47","","47"
"124141","48","","48"
"124142","50","","50"
"124143","2","","2"
"124144","Moskovs'ka vul.","","Московська вул."
"124145","3","","3"
"124146","4","","4"
"124147","5","","5"
"124148","5/2","","5/2"
"124149","7","","7"
"124150","8","","8"
"124151","8B","","8Б"
"124152","13","","13"
"124153","15","","15"
"124154","17/2","","17/2"
"124155","19/1","","19/1"
"124156","21","","21"
"124157","22","","22"
"124158","23","","23"
"124159","23A","","23А"
"124160","24","","24"
"124161","26","","26"
"124162","29","","29"
"124163","29A","","29А"
"124164","29B","","29Б"
"124165","30","","30"
"124166","31/33","","31/33"
"124167","36","","36"
"124168","37/2","","37/2"
"124169","38","","38"
"124170","39","","39"
"124171","39A","","39А"
"124172","40","","40"
"124173","40A","","40А"
"124174","40V","","40В"
"124175","41","","41"
"124176","41/8","","41/8"
"124177","42","","42"
"124178","43/11","","43/11"
"124179","44","","44"
"124180","45/1","","45/1"
"124181","46","","46"
"124182","46/2","","46/2"
"124183","1","","1"
"124184","Moskovs'ka vul. (ZHulyani)","","Московська вул. (Жуляни)"
"124185","2","","2"
"124186","3","","3"
"124187","4","","4"
"124188","5","","5"
"124189","7","","7"
"124190","8","","8"
"124191","9","","9"
"124192","10","","10"
"124193","11","","11"
"124194","12","","12"
"124195","13","","13"
"124196","14","","14"
"124197","15","","15"
"124198","16","","16"
"124199","16A","","16А"
"124200","17-17A","","17-17А"
"124201","18","","18"
"124202","19","","19"
"124203","20","","20"
"124204","20A","","20А"
"124205","21","","21"
"124206","22","","22"
"124207","23","","23"
"124208","24-24A","","24-24А"
"124209","25","","25"
"124210","26","","26"
"124211","27","","27"
"124212","28","","28"
"124213","28A","","28А"
"124214","30","","30"
"124215","31A","","31А"
"124216","32","","32"
"124217","34","","34"
"124218","35","","35"
"124219","36","","36"
"124220","37","","37"
"124221","38","","38"
"124222","38/36","","38/36"
"124223","40","","40"
"124224","42","","42"
"124225","44","","44"
"124226","46","","46"
"124227","1","","1"
"124228","Moskovs'ka pl.","","Московська пл."
"124229","1/3","","1/3"
"124230","2","","2"
"124231","3","","3"
"124232","Moskovs'kii mist","","Московський міст"
"124233","2","","2"
"124234","Moskovs'kii prov.","","Московський пров."
"124235","3","","3"
"124236","4","","4"
"124237","5-5A","","5-5А"
"124238","7","","7"
"124239","8","","8"
"124240","9","","9"
"124241","10","","10"
"124242","11","","11"
"124243","11A","","11А"
"124244","12","","12"
"124245","13","","13"
"124246","14","","14"
"124247","15","","15"
"124248","16","","16"
"124249","17","","17"
"124250","18","","18"
"124251","19","","19"
"124252","21","","21"
"124253","23","","23"
"124254","25","","25"
"124255","27","","27"
"124256","29","","29"
"124257","31","","31"
"124258","33","","33"
"124259","37","","37"
"124260","3A","","3А"
"124261","Moskovs'kii prosp.","","Московський просп."
"124262","5","","5"
"124263","6","","6"
"124264","6B","","6Б"
"124265","6D","","6Д"
"124266","7","","7"
"124267","8","","8"
"124268","8B","","8Б"
"124269","8E","","8Ё"
"124270","9","","9"
"124271","9A","","9А"
"124272","9B","","9Б"
"124273","9V","","9В"
"124274","10","","10"
"124275","10B","","10Б"
"124276","11","","11"
"124277","11A","","11А"
"124278","12","","12"
"124279","12A","","12А"
"124280","13","","13"
"124281","13A","","13А"
"124282","13A/15","","13А/15"
"124283","14","","14"
"124284","14B","","14Б"
"124285","15","","15"
"124286","15A","","15А"
"124287","16","","16"
"124288","16A","","16А"
"124289","16B","","16Б"
"124290","17","","17"
"124291","17/1","","17/1"
"124292","19","","19"
"124293","19B","","19Б"
"124294","20","","20"
"124295","20A","","20А"
"124296","20B","","20Б"
"124297","21","","21"
"124298","21A","","21А"
"124299","21B","","21Б"
"124300","22","","22"
"124301","22A","","22А"
"124302","23","","23"
"124303","23A","","23А"
"124304","24","","24"
"124305","24B","","24Б"
"124306","24V","","24В"
"124307","24G","","24Г"
"124308","24D","","24Д"
"124309","25","","25"
"124310","26","","26"
"124311","26A","","26А"
"124312","26B","","26Б"
"124313","26V","","26В"
"124314","28","","28"
"124315","28A","","28А"
"124316","30","","30"
"124317","32","","32"
"124318","34","","34"
"124319","34V","","34В"
"124320","S16","","С16"
"124321","2A","","2А"
"124322","Mostic'ka vul.","","Мостицька вул."
"124323","4","","4"
"124324","6","","6"
"124325","6A","","6А"
"124326","8","","8"
"124327","9","","9"
"124328","10","","10"
"124329","11","","11"
"124330","12","","12"
"124331","14","","14"
"124332","15","","15"
"124333","16","","16"
"124334","16/2","","16/2"
"124335","20","","20"
"124336","24","","24"
"124337","25","","25"
"124338","25A","","25А"
"124339","26","","26"
"124340","1","","1"
"124341","Mostishens'ka vul.","","Мостищенська вул."
"124342","3","","3"
"124343","5","","5"
"124344","6","","6"
"124345","7","","7"
"124346","8","","8"
"124347","8A","","8А"
"124348","9","","9"
"124349","10","","10"
"124350","10A","","10А"
"124351","Mostishens'kii prov.","","Мостищенський пров."
"124352","1","","1"
"124353","Mostova vul. (Bortnichi)","","Мостова вул. (Бортничі)"
"124354","1A","","1А"
"124355","1B","","1Б"
"124356","2","","2"
"124357","3","","3"
"124358","4","","4"
"124359","5","","5"
"124360","6","","6"
"124361","7","","7"
"124362","8","","8"
"124363","10/12","","10/12"
"124364","11","","11"
"124365","13","","13"
"124366","14","","14"
"124367","15","","15"
"124368","16","","16"
"124369","17","","17"
"124370","18","","18"
"124371","19","","19"
"124372","20","","20"
"124373","21","","21"
"124374","21A","","21А"
"124375","22","","22"
"124376","24","","24"
"124377","26","","26"
"124378","28","","28"
"124379","30","","30"
"124380","34","","34"
"124381","36","","36"
"124382","38","","38"
"124383","40","","40"
"124384","42","","42"
"124385","44","","44"
"124386","46","","46"
"124387","48","","48"
"124388","50","","50"
"124389","52","","52"
"124390","54","","54"
"124391","56","","56"
"124392","58","","58"
"124393","60","","60"
"124394","62","","62"
"124395","64","","64"
"124396","66","","66"
"124397","68","","68"
"124398","70","","70"
"124399","72","","72"
"124400","74","","74"
"124401","3","","3"
"124402","Mostova vul. (Sovki)","","Мостова вул. (Совки)"
"124403","5","","5"
"124404","6","","6"
"124405","7","","7"
"124406","8","","8"
"124407","9","","9"
"124408","10","","10"
"124409","11","","11"
"124410","12","","12"
"124411","13","","13"
"124412","14","","14"
"124413","15","","15"
"124414","17","","17"
"124415","18","","18"
"124416","19","","19"
"124417","20","","20"
"124418","20/4","","20/4"
"124419","21","","21"
"124420","22","","22"
"124421","23","","23"
"124422","24","","24"
"124423","26","","26"
"124424","27","","27"
"124425","27A","","27А"
"124426","29","","29"
"124427","31","","31"
"124428","33","","33"
"124429","35","","35"
"124430","37/9","","37/9"
"124431","41","","41"
"124432","43","","43"
"124433","45","","45"
"124434","47","","47"
"124435","49","","49"
"124436","51","","51"
"124437","53","","53"
"124438","55","","55"
"124439","57","","57"
"124440","59","","59"
"124441","61","","61"
"124442","63","","63"
"124443","65","","65"
"124444","4","","4"
"124445","Mostovii prov.","","Мостовий пров."
"124446","6","","6"
"124447","7","","7"
"124448","8","","8"
"124449","9","","9"
"124450","10","","10"
"124451","13","","13"
"124452","15","","15"
"124453","17","","17"
"124454","19","","19"
"124455","3","","3"
"124456","Motorna vul.","","Моторна вул."
"124457","6","","6"
"124458","4","","4"
"124459","Motornii prov.","","Моторний пров."
"124460","5/7","","5/7"
"124461","6","","6"
"124462","8","","8"
"124463","9","","9"
"124464","11","","11"
"124465","18","","18"
"124466","19","","19"
"124467","2","","2"
"124468","Muzeinii prov.","","Музейний пров."
"124469","2A","","2А"
"124470","2B","","2Б"
"124471","2V","","2В"
"124472","2D","","2Д"
"124473","4","","4"
"124474","6","","6"
"124475","8","","8"
"124476","8B","","8Б"
"124477","10","","10"
"124478","12","","12"
"124479","P1","","П1"
"124480","3/9","","3/9"
"124481","Mukachivs'ka vul.","","Мукачівська вул."
"124482","4/7","","4/7"
"124483","5A","","5А"
"124484","6","","6"
"124485","8","","8"
"124486","9","","9"
"124487","14","","14"
"124488","14A","","14А"
"124489","2","","2"
"124490","Murashka Mikoli vul.","","Мурашка Миколи вул."
"124491","4","","4"
"124492","4B","","4Б"
"124493","5","","5"
"124494","5A","","5А"
"124495","6","","6"
"124496","6A","","6А"
"124497","29","","29"
"124498","1","","1"
"124499","Murmans'ka vul.","","Мурманська вул."
"124500","3","","3"
"124501","5","","5"
"124502","6","","6"
"124503","6A","","6А"
"124504","6B","","6Б"
"124505","7","","7"
"124506","8","","8"
"124507","3","","3"
"124508","Muroms'ka vul.","","Муромська вул."
"124509","3A","","3А"
"124510","5/34","","5/34"
"124511","6","","6"
"124512","7/13","","7/13"
"124513","8","","8"
"124514","9","","9"
"124515","10","","10"
"124516","11/24","","11/24"
"124517","12","","12"
"124518","14","","14"
"124519","14A","","14А"
"124520","18A","","18А"
"124521","20","","20"
"124522","22","","22"
"124523","24","","24"
"124524","24A","","24А"
"124525","26","","26"
"124526","26A","","26А"
"124527","30","","30"
"124528","30A","","30А"
"124529","32","","32"
"124530","34","","34"
"124531","36","","36"
"124532","36A","","36А"
"124533","38","","38"
"124534","40","","40"
"124535","42","","42"
"124536","44","","44"
"124537","44A","","44А"
"124538","46","","46"
"124539","48","","48"
"124540","50","","50"
"124541","52","","52"
"124542","52A","","52А"
"124543","54","","54"
"124544","56/22","","56/22"
"124545","5","","5"
"124546","Nizhins'ka vul.","","Ніжинська вул."
"124547","7","","7"
"124548","10","","10"
"124549","12","","12"
"124550","14","","14"
"124551","16","","16"
"124552","18","","18"
"124553","20","","20"
"124554","26","","26"
"124555","27","","27"
"124556","29","","29"
"124557","29A","","29А"
"124558","29B","","29Б"
"124559","29V","","29В"
"124560","29G","","29Г"
"124561","29D","","29Д"
"124562","29E","","29Е"
"124563","31","","31"
"124564","1/27","","1/27"
"124565","Nikolaeva Arhitektora vul.","","Ніколаєва Архітектора вул."
"124566","3","","3"
"124567","3A","","3А"
"124568","3B","","3Б"
"124569","3V","","3В"
"124570","5","","5"
"124571","5A","","5А"
"124572","7","","7"
"124573","9","","9"
"124574","9A","","9А"
"124575","11","","11"
"124576","13","","13"
"124577","13A","","13А"
"124578","15","","15"
"124579","15A","","15А"
"124580","15B","","15Б"
"124581","17","","17"
"124582","16","","16"
"124583","Nikopol's'ka vul.","","Нікопольська вул."
"124584","16A","","16А"
"124585","16B","","16Б"
"124586","18","","18"
"124587","20","","20"
"124588","22","","22"
"124589","22A","","22А"
"124590","23","","23"
"124591","24","","24"
"124592","27","","27"
"124593","27A","","27А"
"124594","29","","29"
"124595","33","","33"
"124596","35","","35"
"124597","2","","2"
"124598","Nimans'ka vul.","","Німанська вул."
"124599","3","","3"
"124600","4","","4"
"124601","5","","5"
"124602","6","","6"
"124603","7","","7"
"124604","8","","8"
"124605","10","","10"
"124606","3","","3"
"124607","Nishins'kogo Petra vul.","","Ніщинського Петра вул."
"124608","4","","4"
"124609","5","","5"
"124610","6","","6"
"124611","8","","8"
"124612","10","","10"
"124613","12","","12"
"124614","1A","","1А"
"124615","Naberezhna vul.","","Набережна вул."
"124616","2","","2"
"124617","3-3A","","3-3А"
"124618","4-4A","","4-4А"
"124619","5","","5"
"124620","6","","6"
"124621","7","","7"
"124622","7A","","7А"
"124623","8","","8"
"124624","9","","9"
"124625","10","","10"
"124626","12","","12"
"124627","14","","14"
"124628","16","","16"
"124629","18","","18"
"124630","20","","20"
"124631","26","","26"
"124632","28","","28"
"124633","1","","1"
"124634","Naberezhna vul.(Sofiiv.Borshagivka)","","Набережна вул.(Софіїв.Борщагівка)"
"124635","2","","2"
"124636","13","","13"
"124637","17","","17"
"124638","34","","34"
"124639","43","","43"
"124640","81","","81"
"124641","2","","2"
"124642","Naberezhne shose","","Набережне шосе"
"124643","4","","4"
"124644","4A","","4А"
"124645","6","","6"
"124646","8","","8"
"124647","25","","25"
"124648","K1","","К1"
"124649","K2","","К2"
"124650","P1","","П1"
"124651","P2","","П2"
"124652","P5","","П5"
"124653","PARK","","ПАРК"
"124654","PRICHAL 6, 7","","ПРИЧАЛ 6, 7"
"124655","Naberezhnii prov.","","Набережний пров."
"124656","6","","6"
"124657","Naberezhno-ZHilyans'ka vul.","","Набережно-Жилянська вул."
"124658","10","","10"
"124659","Naberezhno-Korchuvats'ka vul.","","Набережно-Корчуватська вул."
"124660","10A","","10А"
"124661","11","","11"
"124662","12","","12"
"124663","13","","13"
"124664","14","","14"
"124665","14/2","","14/2"
"124666","16","","16"
"124667","17","","17"
"124668","18-20","","18-20"
"124669","19","","19"
"124670","20B","","20Б"
"124671","21","","21"
"124672","23","","23"
"124673","24","","24"
"124674","27","","27"
"124675","28","","28"
"124676","29","","29"
"124677","30","","30"
"124678","32","","32"
"124679","32A","","32А"
"124680","34","","34"
"124681","34A","","34А"
"124682","36","","36"
"124683","36A","","36А"
"124684","36B","","36Б"
"124685","40","","40"
"124686","48A","","48А"
"124687","50","","50"
"124688","56","","56"
"124689","56/66","","56/66"
"124690","64","","64"
"124691","68","","68"
"124692","78","","78"
"124693","80","","80"
"124694","82","","82"
"124695","84","","84"
"124696","86","","86"
"124697","88/17","","88/17"
"124698","90","","90"
"124699","92","","92"
"124700","94","","94"
"124701","94A","","94А"
"124702","96","","96"
"124703","118","","118"
"124704","120","","120"
"124705","126A","","126А"
"124706","126B","","126Б"
"124707","126V","","126В"
"124708","136","","136"
"124709","1","","1"
"124710","Naberezhno-Lugova vul.","","Набережно-Лугова вул."
"124711","2","","2"
"124712","2A","","2А"
"124713","2V","","2В"
"124714","2G","","2Г"
"124715","2L","","2Л"
"124716","2R","","2Р"
"124717","3","","3"
"124718","3A","","3А"
"124719","4","","4"
"124720","5","","5"
"124721","6","","6"
"124722","7","","7"
"124723","7B","","7Б"
"124724","8","","8"
"124725","8A","","8А"
"124726","8B","","8Б"
"124727","9","","9"
"124728","10","","10"
"124729","11","","11"
"124730","12","","12"
"124731","23","","23"
"124732","29","","29"
"124733","1","","1"
"124734","Naberezhno-Pechers'ka vul.","","Набережно-Печерська вул."
"124735","4A","","4А"
"124736","5A","","5А"
"124737","7","","7"
"124738","10","","10"
"124739","31","","31"
"124740","31A","","31А"
"124741","S6","","С6"
"124742","1","","1"
"124743","Naberezhno-Pechers'ka doroga","","Набережно-Печерська дорога"
"124744","2","","2"
"124745","4","","4"
"124746","4A","","4А"
"124747","5","","5"
"124748","8","","8"
"124749","10","","10"
"124750","12","","12"
"124751","Naberezhno-Ribal's'ka vul.","","Набережно-Рибальська вул."
"124752","1","","1"
"124753","Naberezhno-Hreshatic'ka vul.","","Набережно-Хрещатицька вул."
"124754","2","","2"
"124755","3A","","3А"
"124756","4","","4"
"124757","4A","","4А"
"124758","5","","5"
"124759","5A/13","","5А/13"
"124760","6","","6"
"124761","7","","7"
"124762","7A","","7А"
"124763","8A","","8А"
"124764","9","","9"
"124765","10","","10"
"124766","10A","","10А"
"124767","11","","11"
"124768","14","","14"
"124769","15-17","","15-17"
"124770","17/18","","17/18"
"124771","17/19","","17/19"
"124772","19","","19"
"124773","23","","23"
"124774","25","","25"
"124775","27","","27"
"124776","29","","29"
"124777","31","","31"
"124778","33","","33"
"124779","35","","35"
"124780","35A","","35А"
"124781","37","","37"
"124782","39","","39"
"124783","43","","43"
"124784","49A","","49А"
"124785","PRICHAL №1","","ПРИЧАЛ №1"
"124786","PRICHAL №14","","ПРИЧАЛ №14"
"124787","PRICHAL №4","","ПРИЧАЛ №4"
"124788","PRICHAL №5","","ПРИЧАЛ №5"
"124789","PRICHAL №6","","ПРИЧАЛ №6"
"124790","PRICHAL №7","","ПРИЧАЛ №7"
"124791","4","","4"
"124792","Navashina Akademika vul.","","Навашина Академіка вул."
"124793","9","","9"
"124794","11","","11"
"124795","13","","13"
"124796","1","","1"
"124797","Navoi Alishera prosp.","","Навої Алішера просп."
"124798","1A","","1А"
"124799","2","","2"
"124800","3","","3"
"124801","26","","26"
"124802","57","","57"
"124803","59","","59"
"124804","61","","61"
"124805","65","","65"
"124806","67","","67"
"124807","76","","76"
"124808","78","","78"
"124809","78A","","78А"
"124810","80","","80"
"124811","82","","82"
"124812","84","","84"
"124813","86","","86"
"124814","88","","88"
"124815","90","","90"
"124816","114A","","114А"
"124817","2","","2"
"124818","Nagirna vul.","","Нагірна вул."
"124819","4","","4"
"124820","5","","5"
"124821","6","","6"
"124822","6/31","","6/31"
"124823","7","","7"
"124824","8/32","","8/32"
"124825","8A","","8А"
"124826","10","","10"
"124827","11","","11"
"124828","12","","12"
"124829","13","","13"
"124830","14","","14"
"124831","16/13","","16/13"
"124832","19","","19"
"124833","20","","20"
"124834","21","","21"
"124835","22","","22"
"124836","23","","23"
"124837","24/1","","24/1"
"124838","25","","25"
"124839","25/27","","25/27"
"124840","27","","27"
"124841","27B","","27Б"
"124842","47","","47"
"124843","4","","4"
"124844","Nagirnii prov.","","Нагірний пров."
"124845","5","","5"
"124846","6","","6"
"124847","6A","","6А"
"124848","8","","8"
"124849","10","","10"
"124850","11","","11"
"124851","13/2","","13/2"
"124852","2/24","","2/24"
"124853","Nad'YArna vul.","","Над'Ярна вул."
"124854","3","","3"
"124855","7/9","","7/9"
"124856","8/12","","8/12"
"124857","12","","12"
"124858","8","","8"
"124859","Naddnipryans'ke shose","","Наддніпрянське шосе"
"124860","3","","3"
"124861","Narodna vul.","","Народна вул."
"124862","6/22","","6/22"
"124863","6A","","6А"
"124864","7/1","","7/1"
"124865","9/2","","9/2"
"124866","10/22","","10/22"
"124867","11","","11"
"124868","11A","","11А"
"124869","11B","","11Б"
"124870","12/28","","12/28"
"124871","13","","13"
"124872","15","","15"
"124873","17/2","","17/2"
"124874","19/20","","19/20"
"124875","21","","21"
"124876","22/18","","22/18"
"124877","23","","23"
"124878","24","","24"
"124879","25","","25"
"124880","29","","29"
"124881","30","","30"
"124882","31","","31"
"124883","32","","32"
"124884","33","","33"
"124885","34","","34"
"124886","35","","35"
"124887","36","","36"
"124888","38","","38"
"124889","39","","39"
"124890","40","","40"
"124891","41","","41"
"124892","42","","42"
"124893","42V","","42В"
"124894","43","","43"
"124895","44","","44"
"124896","45","","45"
"124897","47","","47"
"124898","48","","48"
"124899","50","","50"
"124900","54A","","54А"
